source,source_id,brand,product_name,category,category_mapped,ingredients,form,image_url,upc_ean,country,lang,raw_json
openfoodfacts,5425000677604,Etixx,energy sport bar,Sports nutrition,,,,data/images/e8277a69826ac2d8f97bd433bd9581ff.jpg,5425000677604,Belgium,fr,"{""brands"": ""Etixx"", ""categories"": ""Sports nutrition"", ""code"": ""5425000677604"", ""countries"": ""Belgium"", ""image_url"": ""https://images.openfoodfacts.org/images/products/542/500/067/7604/front_fr.12.400.jpg"", ""ingredients_text"": """", ""lang"": ""fr"", ""product_name"": ""energy sport bar""}"
openfoodfacts,0850057089615,Wellah,Splish Splash Hydration Electrolyte Drink Mix,Sports Nutrition,minerals,"Potassium Citrate, Sodium Citrate, Potassium Chloride, Calcium Citrate, Magnesium Citrate, Sodium Chloride, Magnesium Malate, Organic Raspberry Powder, Strawberry Juice Powder, Organic Blueberry Powder, Cranberry Extract, L-Malic Acid, Citric Acid, Natural Flavors, Maltodextrin, Calcium Silicate, Reb M (from stevia extract), Beet Root Powder (for color), Stevia, Dicalcium Phosphate",,data/images/6c665d073640ef267f550f55a707fce4.jpg,0850057089615,United States,en,"{""brands"": ""Wellah"", ""categories"": ""Sports Nutrition"", ""code"": ""0850057089615"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/005/708/9615/front_en.3.400.jpg"", ""ingredients_text"": ""Potassium Citrate, Sodium Citrate, Potassium Chloride, Calcium Citrate, Magnesium Citrate, Sodium Chloride, Magnesium Malate, Organic Raspberry Powder, Strawberry Juice Powder, Organic Blueberry Powder, Cranberry Extract, L-Malic Acid, Citric Acid, Natural Flavors, Maltodextrin, Calcium Silicate, Reb M (from stevia extract), Beet Root Powder (for color), Stevia, Dicalcium Phosphate"", ""lang"": ""en"", ""product_name"": ""Splish Splash Hydration Electrolyte Drink Mix""}"
openfoodfacts,6009670530675,,racefood Fastbar,sports nutrition,,,,data/images/6dfa0d972f0fb2950e0ae48f7d8dc1c3.jpg,6009670530675,en:South Africa,en,"{""categories"": ""sports nutrition"", ""code"": ""6009670530675"", ""countries"": ""en:South Africa"", ""image_url"": ""https://images.openfoodfacts.org/images/products/600/967/053/0675/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""racefood Fastbar""}"
openfoodfacts,0810125972874,Liquid I.V.,Strawberry,en:sports-nutrition,vitamins,"CANE SUGAR, DEXTROSE, CITRIC ACID, SALT, POTASSIUM CITRATE, SODIUM CITRATE, DIPOTASSIUM PHOSPHATE, SILICON DIOXIDE, STEVIA LEAF EXTRACT (REBAUDIOSIDE A), NATURAL FLAVORS, VITAMIN C (ASCORBIC ACID), VITAMIN B3 (NIACINAMIDE), VITAMIN B5 (CALCIUM D-PANTOTHENATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN), CANE SUGAR, DEXTROSE, CITRIC ACID, SALT, POTASSIUM CITRATE, SODIUM CITRATE, DIPOTASSIUM PHOSPHATE, SILICON DIOXIDE, STEVIA LEAF EXTRACT (REBAUDIOSIDE A), VITAMIN C (ASCORBIC ACID), NATURAL FLAVORS, VITAMIN B3 (NIACINAMIDE), VITAMIN B5 (CALCIUM D-PANTOTHENATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN)",,data/images/92d394ca5d0cfbdb1d4d4bfb9524cb30.jpg,0810125972874,en:United States,en,"{""brands"": ""Liquid I.V."", ""categories"": ""en:sports-nutrition"", ""code"": ""0810125972874"", ""countries"": ""en:United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/012/597/2874/front_en.25.400.jpg"", ""ingredients_text"": ""CANE SUGAR, DEXTROSE, CITRIC ACID, SALT, POTASSIUM CITRATE, SODIUM CITRATE, DIPOTASSIUM PHOSPHATE, SILICON DIOXIDE, STEVIA LEAF EXTRACT (REBAUDIOSIDE A), NATURAL FLAVORS, VITAMIN C (ASCORBIC ACID), VITAMIN B3 (NIACINAMIDE), VITAMIN B5 (CALCIUM D-PANTOTHENATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN), CANE SUGAR, DEXTROSE, CITRIC ACID, SALT, POTASSIUM CITRATE, SODIUM CITRATE, DIPOTASSIUM PHOSPHATE, SILICON DIOXIDE, STEVIA LEAF EXTRACT (REBAUDIOSIDE A), VITAMIN C (ASCORBIC ACID), NATURAL FLAVORS, VITAMIN B3 (NIACINAMIDE), VITAMIN B5 (CALCIUM D-PANTOTHENATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN)"", ""lang"": ""en"", ""product_name"": ""Strawberry""}"
openfoodfacts,0810143512878,Just Ingredients,Blue Hawaiian Electrolytes,en:sports-nutrition,,"organic coconut water, organic coconut cream, organic coconut, organic coconut sugar, sea salt, organic acacia fiber, organic vanilla flavor, organic vanilla extract",,data/images/1c5ead95ea1df10db61dd702c489eca2.jpg,0810143512878,en:united-states,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0810143512878"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/014/351/2878/front_en.3.400.jpg"", ""ingredients_text"": ""organic coconut water, organic coconut cream, organic coconut, organic coconut sugar, sea salt, organic acacia fiber, organic vanilla flavor, organic vanilla extract"", ""lang"": ""en"", ""product_name"": ""Blue Hawaiian Electrolytes""}"
openfoodfacts,0766536080359,BodyTech Elite,Altered Savage,Sports-nutrition,,"Natural and artificial flavors, malic acid, citric acid, silicon dioxide,, acacia gum, calcium silicate, sucralose, fruit and vegetable juice (for color), acesulfame, potassium.",,data/images/f7e7c50ddf8816898e767647bb6adfcf.jpg,0766536080359,United States,en,"{""brands"": ""BodyTech Elite"", ""categories"": ""Sports-nutrition"", ""code"": ""0766536080359"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/076/653/608/0359/front_en.3.400.jpg"", ""ingredients_text"": ""Natural and artificial flavors, malic acid, citric acid, silicon dioxide,, acacia gum, calcium silicate, sucralose, fruit and vegetable juice (for color), acesulfame, potassium."", ""lang"": ""en"", ""product_name"": ""Altered Savage""}"
openfoodfacts,0620365040048,Organika,Electrolytes,en:sports-nutrition,,"Citric acid, Natural raspberry flavour, Prebiotic soluble vegetable re, Potassium citrate, Tricalcium phosphate, Ascorbic acid, Concentrated beet root for, Stevia extract, Sodium chloride, Concentrated carrot (for colour), Acide, Arôme naturel de framboise, Prébiotique fibre végétale soluble, Citrate de magnésium, Citrate de potassium, Phosphate de tricalcium, Acide ascorbique, Betterave concentrée (pour la, Extrait de stevia, Chlorure de sodium, Carotte concentrée pour la couleu",,data/images/9c528368d7c6cbaefe5240871c08ce76.jpg,0620365040048,en:Canada,en,"{""brands"": ""Organika"", ""categories"": ""en:sports-nutrition"", ""code"": ""0620365040048"", ""countries"": ""en:Canada"", ""image_url"": ""https://images.openfoodfacts.org/images/products/062/036/504/0048/front_en.23.400.jpg"", ""ingredients_text"": ""Citric acid, Natural raspberry flavour, Prebiotic soluble vegetable re, Potassium citrate, Tricalcium phosphate, Ascorbic acid, Concentrated beet root for, Stevia extract, Sodium chloride, Concentrated carrot (for colour), Acide, Arôme naturel de framboise, Prébiotique fibre végétale soluble, Citrate de magnésium, Citrate de potassium, Phosphate de tricalcium, Acide ascorbique, Betterave concentrée (pour la, Extrait de stevia, Chlorure de sodium, Carotte concentrée pour la couleu"", ""lang"": ""en"", ""product_name"": ""Electrolytes""}"
openfoodfacts,0742488239328,PROMIX,Strawberry Lemon,en:sports-nutrition,,"B12 (Methylcobalamin), Beta-Alanine, L-Tyrosine, Taurine, Caffeine (coffee bean extract), Lemon Oil, Lemon Juice, Strawberry Extractives, Citric Acid, Malic Acid, Monk Fruit, Beets, Caffeine",,data/images/1284989e63608ee46331f6a7d278fcd4.jpg,0742488239328,en:united-states,en,"{""brands"": ""PROMIX"", ""categories"": ""en:sports-nutrition"", ""code"": ""0742488239328"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/074/248/823/9328/front_en.3.400.jpg"", ""ingredients_text"": ""B12 (Methylcobalamin), Beta-Alanine, L-Tyrosine, Taurine, Caffeine (coffee bean extract), Lemon Oil, Lemon Juice, Strawberry Extractives, Citric Acid, Malic Acid, Monk Fruit, Beets, Caffeine"", ""lang"": ""en"", ""product_name"": ""Strawberry Lemon""}"
openfoodfacts,0860009058484,DryWater,Hydration Powder Mixed Berry,en:sports-nutrition,vitamins,"Potassium Citrate, Glycine (Amino Acid), Strawberry Juice Powder, Sodium Citrate, Organic Cranberry Juice Powder, Organic Coconut Water Powder, Pink Sea Salt, Blueberry Juice Powder, Citric Acid (Non-GMO), Malic acid, Calcium lactate (pentahydrate), Magnesium Citrate, Natural Mixed Berry, Stevia Leaf Extract (rebaudiana plant), Bamboo Silica, Beet Root Juice Powder, Luo Han Guo, Vitamin C (ascorbic acid), Natural Raspberry Flavor, Vitamin B3 (niacinamide), Organic Banana Powder, Vitamin B5 (calcium pantothenate), Vitamin B6 (pyridoxine HCl), Zinc, Vitamin B12 (methylcobalamin 1%)",,data/images/545c99dd4f61765e0decb85bb4b725ed.jpg,0860009058484,en:United States,en,"{""brands"": ""DryWater"", ""categories"": ""en:sports-nutrition"", ""code"": ""0860009058484"", ""countries"": ""en:United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/086/000/905/8484/front_en.8.400.jpg"", ""ingredients_text"": ""Potassium Citrate, Glycine (Amino Acid), Strawberry Juice Powder, Sodium Citrate, Organic Cranberry Juice Powder, Organic Coconut Water Powder, Pink Sea Salt, Blueberry Juice Powder, Citric Acid (Non-GMO), Malic acid, Calcium lactate (pentahydrate), Magnesium Citrate, Natural Mixed Berry, Stevia Leaf Extract (rebaudiana plant), Bamboo Silica, Beet Root Juice Powder, Luo Han Guo, Vitamin C (ascorbic acid), Natural Raspberry Flavor, Vitamin B3 (niacinamide), Organic Banana Powder, Vitamin B5 (calcium pantothenate), Vitamin B6 (pyridoxine HCl), Zinc, Vitamin B12 (methylcobalamin 1%)"", ""lang"": ""en"", ""product_name"": ""Hydration Powder Mixed Berry""}"
openfoodfacts,96183106,High5,Energy Gel Aqua,"Energy Gel,Sports Nutrition",,,,data/images/a4de7ef1e3af04db6b40e25fd35b31bd.jpg,96183106,"France,Germany,UK",fr,"{""brands"": ""High5"", ""categories"": ""Energy Gel,Sports Nutrition"", ""code"": ""96183106"", ""countries"": ""France,Germany,UK"", ""image_url"": ""https://images.openfoodfacts.org/images/products/000/009/618/3106/front_fr.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""fr"", ""product_name"": ""Energy Gel Aqua""}"
openfoodfacts,0850050224167,NativePath,Peach Mango Native Hydrate,en:sports-nutrition,,"Citric Acid (flavor protector), Malic Acid (flavor protector), Natural Flavors, Stevia Extract, Beta-Carotene (for color), Silica",,data/images/0911b06011ec1a50d9f3e241fde8bde2.jpg,0850050224167,en:united-states,en,"{""brands"": ""NativePath"", ""categories"": ""en:sports-nutrition"", ""code"": ""0850050224167"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/005/022/4167/front_en.3.400.jpg"", ""ingredients_text"": ""Citric Acid (flavor protector), Malic Acid (flavor protector), Natural Flavors, Stevia Extract, Beta-Carotene (for color), Silica"", ""lang"": ""en"", ""product_name"": ""Peach Mango Native Hydrate""}"
openfoodfacts,0810143511338,Just Ingredients,Mango Lemonade Electrolytes,en:sports-nutrition,isotonic,"Organic Mango*, Citric Acid (Cassava Root), Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Organic Lemon*, Sodium Chloride (Electrolyte), Lemon Extract, Calcium Citrate (Electrolyte), Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT",,,0810143511338,en:United States,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0810143511338"", ""countries"": ""en:United States"", ""ingredients_text"": ""Organic Mango*, Citric Acid (Cassava Root), Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Organic Lemon*, Sodium Chloride (Electrolyte), Lemon Extract, Calcium Citrate (Electrolyte), Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT"", ""lang"": ""en"", ""product_name"": ""Mango Lemonade Electrolytes""}"
openfoodfacts,0850038437138,Water Boy,Weekend Recovery Strawberry Lemonade,en:sports-nutrition,vitamins,"PINK HIMALAYAN SALT, CITRIC ACID, POTASSIUM CITRATE, VITAMIN C [ASCORBIC ACID], MAGNESIUM CITRATE, L-THEANINE POWDER, NATURAL FLAVOR, ORGANIC STEVIA LEAF EXTRACT, GINGER ROOT EXTRACT, VEGETABLE JUICE [COLOR], VITAMIN B12 [METHYLCOBALAMIN]",,data/images/e22f838098e8ee6f626ef38ed278bfa8.jpg,0850038437138,en:United States,en,"{""brands"": ""Water Boy"", ""categories"": ""en:sports-nutrition"", ""code"": ""0850038437138"", ""countries"": ""en:United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/003/843/7138/front_en.4.400.jpg"", ""ingredients_text"": ""PINK HIMALAYAN SALT, CITRIC ACID, POTASSIUM CITRATE, VITAMIN C [ASCORBIC ACID], MAGNESIUM CITRATE, L-THEANINE POWDER, NATURAL FLAVOR, ORGANIC STEVIA LEAF EXTRACT, GINGER ROOT EXTRACT, VEGETABLE JUICE [COLOR], VITAMIN B12 [METHYLCOBALAMIN]"", ""lang"": ""en"", ""product_name"": ""Weekend Recovery Strawberry Lemonade""}"
openfoodfacts,0838766007540,Vega,Sport Hydration,en:sports-nutrition,,"SODIUM CHLORIDE, CITRIC ACID, COCONUT WATER POWDER, POTASSIUM CHLORIDE, NATURAL FLAVOR, STEVIA LEAF EXTRACT, SILICON DIOXIDE",,data/images/bc66cf2b27b4e282d5a1ee0025f48557.jpg,0838766007540,United States,en,"{""brands"": ""Vega"", ""categories"": ""en:sports-nutrition"", ""code"": ""0838766007540"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/083/876/600/7540/front_en.10.400.jpg"", ""ingredients_text"": ""SODIUM CHLORIDE, CITRIC ACID, COCONUT WATER POWDER, POTASSIUM CHLORIDE, NATURAL FLAVOR, STEVIA LEAF EXTRACT, SILICON DIOXIDE"", ""lang"": ""en"", ""product_name"": ""Sport Hydration""}"
openfoodfacts,0857167006181,Zipfizz,Zipfizz Orange Soda & Pink Grapefruit,en:sports-nutrition,minerals,"Citric acid, glucose polymers, potassium carbonate, calcium ascorbate, magnesium amino acid chelate, natural grapefruit flavor, potassium bicarbonate, sodium bicarbonate, silica, potassium citrate, taurine, sucralose, beetroot (color), di-alpha tocopheryl acetate, zinc bisglycinate chelate, manganese gluconate, grape seed extract, niacin, selenium-l-methionine complex, cyanocobalamin, D-calcium pantothenate, green tea leaf extract, folic acid, pyridoxal-5-phosphate, riboflavin-5-phosphate, xylitol, thiamin mononitrate, chromium nicotinate glycinate chelate, copper citrate and methylcobalamin, Caffeine (from caffeine anhydrous and guarana seed extract), Green tea leaf extract, Alpha-Lipoic acid, Green coffee bean extract, Grape seed extract, Grape skin extract",,data/images/dd95946f1e9079690a02d544f218b870.jpg,0857167006181,en:united-states,en,"{""brands"": ""Zipfizz"", ""categories"": ""en:sports-nutrition"", ""code"": ""0857167006181"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/716/700/6181/front_en.3.400.jpg"", ""ingredients_text"": ""Citric acid, glucose polymers, potassium carbonate, calcium ascorbate, magnesium amino acid chelate, natural grapefruit flavor, potassium bicarbonate, sodium bicarbonate, silica, potassium citrate, taurine, sucralose, beetroot (color), di-alpha tocopheryl acetate, zinc bisglycinate chelate, manganese gluconate, grape seed extract, niacin, selenium-l-methionine complex, cyanocobalamin, D-calcium pantothenate, green tea leaf extract, folic acid, pyridoxal-5-phosphate, riboflavin-5-phosphate, xylitol, thiamin mononitrate, chromium nicotinate glycinate chelate, copper citrate and methylcobalamin, Caffeine (from caffeine anhydrous and guarana seed extract), Green tea leaf extract, Alpha-Lipoic acid, Green coffee bean extract, Grape seed extract, Grape skin extract"", ""lang"": ""en"", ""product_name"": ""Zipfizz Orange Soda & Pink Grapefruit""}"
openfoodfacts,0850057423617,Key Nutrients,Creatine Monohydrate with Electrolytes,en:sports-nutrition,creatine,"Creatine monohydrate, dipotassium phosphate, calcium citrate, sodium chloride, potassium citrare",,data/images/45ee1e952a4f6db587e25853aebf3b70.jpg,0850057423617,en:united-states,en,"{""brands"": ""Key Nutrients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0850057423617"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/005/742/3617/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine monohydrate, dipotassium phosphate, calcium citrate, sodium chloride, potassium citrare"", ""lang"": ""en"", ""product_name"": ""Creatine Monohydrate with Electrolytes""}"
openfoodfacts,0850066912065,D Wellness,Electrolyte Drink Mix Strawberry Lemonade,en:sports-nutrition,isotonic,"Organic Strawberry Powder, Organic Coconut Water Powder, Citric Acid (Cassava Root), Lemon Extract, Organic Stevia Leaf Extract.",,data/images/0f7fab5b757ecf038412cb70fc98e1c0.jpg,0850066912065,en:united-states,en,"{""brands"": ""D Wellness"", ""categories"": ""en:sports-nutrition"", ""code"": ""0850066912065"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/006/691/2065/front_en.3.400.jpg"", ""ingredients_text"": ""Organic Strawberry Powder, Organic Coconut Water Powder, Citric Acid (Cassava Root), Lemon Extract, Organic Stevia Leaf Extract."", ""lang"": ""en"", ""product_name"": ""Electrolyte Drink Mix Strawberry Lemonade""}"
openfoodfacts,0850044456864,Just Ingredients,Strawberry Limeade Electrolytes,en:sports-nutrition,isotonic,"Organic Strawberry*, Citric Acid (Cassava Root), Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Sodium Chloride, (Electrolyte) Calcium Citrate (Electrolyte), Lime Extract, Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT",,data/images/981c8acbbf011e483399c9e2402673ec.jpg,0850044456864,en:united-states,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0850044456864"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/004/445/6864/front_en.3.400.jpg"", ""ingredients_text"": ""Organic Strawberry*, Citric Acid (Cassava Root), Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Sodium Chloride, (Electrolyte) Calcium Citrate (Electrolyte), Lime Extract, Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT"", ""lang"": ""en"", ""product_name"": ""Strawberry Limeade Electrolytes""}"
openfoodfacts,0811660029870,Nuun,Sport Hydration Effervescent Electrolyte Drink Tablets,en:sports-nutrition,minerals,"CITRIC ACID, DEXTROSE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, SODIUM CARBONATE, AND LESS THAN 2% OF NATURAL FLAVOR, POTASSIUM CHLORIDE, MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, BEET JUICE (FOR COLOR), CITRIC ACID, DEXTROSE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, NATURAL FLAVOR, SODIUM CARBONATE, AND LESS THAN 2% OF POTASSIUM CHLORIDE, BEET JUICE (FOR COLOR), MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, MALIC ACID, CITRIC ACID, DEXTROSE, SODIUM CARBONATE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, NATURAL FLAVOR, AND LESS THAN 2% OF POTASSIUM CHLORIDE, MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, RIBOFLAVIN (FOR COLOR)",,data/images/6282a187f75db47d559f5444cb4ca031.jpg,0811660029870,en:united-states,en,"{""brands"": ""Nuun"", ""categories"": ""en:sports-nutrition"", ""code"": ""0811660029870"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/166/002/9870/front_en.3.400.jpg"", ""ingredients_text"": ""CITRIC ACID, DEXTROSE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, SODIUM CARBONATE, AND LESS THAN 2% OF NATURAL FLAVOR, POTASSIUM CHLORIDE, MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, BEET JUICE (FOR COLOR), CITRIC ACID, DEXTROSE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, NATURAL FLAVOR, SODIUM CARBONATE, AND LESS THAN 2% OF POTASSIUM CHLORIDE, BEET JUICE (FOR COLOR), MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, MALIC ACID, CITRIC ACID, DEXTROSE, SODIUM CARBONATE, SODIUM BICARBONATE, POTASSIUM BICARBONATE, NATURAL FLAVOR, AND LESS THAN 2% OF POTASSIUM CHLORIDE, MAGNESIUM OXIDE, CALCIUM CARBONATE, STEVIA LEAF EXTRACT, AVOCADO OIL, RIBOFLAVIN (FOR COLOR)"", ""lang"": ""en"", ""product_name"": ""Sport Hydration Effervescent Electrolyte Drink Tablets""}"
openfoodfacts,0855283005019,Tailwind,Endurance Fuel Berry,en:sports-nutrition,minerals,"Dextrose (Glucose), Cane Sugar, Citric Acid, Sodium Citrate, Sea Salt, Potassium Chloride, Organic Berry Flavor, Calcium Carbonate, Magnesium Oxide",,data/images/45c1f8e3cc04cb1be73ff9500516ce9b.jpg,0855283005019,en:us,en,"{""brands"": ""Tailwind"", ""categories"": ""en:sports-nutrition"", ""code"": ""0855283005019"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/528/300/5019/front_en.14.400.jpg"", ""ingredients_text"": ""Dextrose (Glucose), Cane Sugar, Citric Acid, Sodium Citrate, Sea Salt, Potassium Chloride, Organic Berry Flavor, Calcium Carbonate, Magnesium Oxide"", ""lang"": ""en"", ""product_name"": ""Endurance Fuel Berry""}"
openfoodfacts,0810143512847,Just Ingredients,Coconut Lime Electrolytes,en:sports-nutrition,isotonic,"Organic Coconut Water, Organic Lime*, Potassium Citrate (Electrolyte), Magnesium Citrate (Electrolyte), Sodium Chloride (Electrolyte), Calcium Citrate (Electrolyte), Organic Stevia Leaf, Citric Acid (Cassava Root), Lime Extract, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT",,data/images/5294534ef8bb190e51c0ced919c4a85c.jpg,0810143512847,en:united-states,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0810143512847"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/014/351/2847/front_en.3.400.jpg"", ""ingredients_text"": ""Organic Coconut Water, Organic Lime*, Potassium Citrate (Electrolyte), Magnesium Citrate (Electrolyte), Sodium Chloride (Electrolyte), Calcium Citrate (Electrolyte), Organic Stevia Leaf, Citric Acid (Cassava Root), Lime Extract, Organic Monk Fruit, *With Tapioca Starch | CONTAINS COCONUT"", ""lang"": ""en"", ""product_name"": ""Coconut Lime Electrolytes""}"
openfoodfacts,0810143511376,Just Ingredients,Raspberry Lemonade Electrolytes,en:sports-nutrition,isotonic,"Organic Raspberry, Citric Acid (Cassava Root), Peach*, Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Sodium Chloride (Electrolyte), Calcium Citrate (Electrolyte), Lemon Extract, Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch",,data/images/a64611e7fce75473883fbca0dcb2753c.jpg,0810143511376,en:united-states,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0810143511376"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/014/351/1376/front_en.3.400.jpg"", ""ingredients_text"": ""Organic Raspberry, Citric Acid (Cassava Root), Peach*, Potassium Citrate (Electrolyte), Organic Coconut Water, Magnesium Citrate (Electrolyte), Sodium Chloride (Electrolyte), Calcium Citrate (Electrolyte), Lemon Extract, Organic Stevia Leaf, Organic Monk Fruit, *With Tapioca Starch"", ""lang"": ""en"", ""product_name"": ""Raspberry Lemonade Electrolytes""}"
openfoodfacts,0860011967613,DryWater,Lemon Lime Hydration Powder,en:sports-nutrition,vitamins,"Potassium Citrate, Glycine (Amino Acid), Dry Lemon Juice Powder, Orange Juice Powder, Sodium Citrate, Dry Lime Juice Powder, DL-Malic Acid, Pink Sea Salt (Chloride), Citric Acid, Calcium Lactate (pentahydrate), Magnesium Citrate, Organic Coconut Water Powder, Natural Lemon Flavor, Organic Stevia Leaf, Silicon Dioxide, Luo Han Guo, Vitamin C (ascorbic acid), Natural Lime Flavor, Vitamin B3 (niacinamide), Organic Banana Powder, Vitamin B5 (pantothenic acid), Zinc Oxide, Vitamin B6 (pyridoxine HCI), Vitamin B12 (methylcobalamin 1%)",,data/images/a4bd546c085b5e01073f224aabf51423.jpg,0860011967613,en:United States,en,"{""brands"": ""DryWater"", ""categories"": ""en:sports-nutrition"", ""code"": ""0860011967613"", ""countries"": ""en:United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/086/001/196/7613/front_en.8.400.jpg"", ""ingredients_text"": ""Potassium Citrate, Glycine (Amino Acid), Dry Lemon Juice Powder, Orange Juice Powder, Sodium Citrate, Dry Lime Juice Powder, DL-Malic Acid, Pink Sea Salt (Chloride), Citric Acid, Calcium Lactate (pentahydrate), Magnesium Citrate, Organic Coconut Water Powder, Natural Lemon Flavor, Organic Stevia Leaf, Silicon Dioxide, Luo Han Guo, Vitamin C (ascorbic acid), Natural Lime Flavor, Vitamin B3 (niacinamide), Organic Banana Powder, Vitamin B5 (pantothenic acid), Zinc Oxide, Vitamin B6 (pyridoxine HCI), Vitamin B12 (methylcobalamin 1%)"", ""lang"": ""en"", ""product_name"": ""Lemon Lime Hydration Powder""}"
openfoodfacts,0810143511314,Just Ingredients,Guava Mango Pre-Workout,en:sports-nutrition,preworkout,"Guava (Guava*, Tapioca Starch), Mango (Mango, Tapioca Starch), Peach (Peach, Tapioca Starch), Stevia Leaf*, Monk Fruit*, *Organic Ingredient",,data/images/cd7566e039e10c03282d08b2a30d7061.jpg,0810143511314,en:United States,en,"{""brands"": ""Just Ingredients"", ""categories"": ""en:sports-nutrition"", ""code"": ""0810143511314"", ""countries"": ""en:United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/014/351/1314/front_en.3.400.jpg"", ""ingredients_text"": ""Guava (Guava*, Tapioca Starch), Mango (Mango, Tapioca Starch), Peach (Peach, Tapioca Starch), Stevia Leaf*, Monk Fruit*, *Organic Ingredient"", ""lang"": ""en"", ""product_name"": ""Guava Mango Pre-Workout""}"
